id,year,rank,school,games,wins,losses,win_percentage,conference_wins,conference_losses,home_wins,home_losses,away_wins,away_losses,offensive_rating,defensive_rating,net_rating,field_goals,field_goal_attempts,field_goal_percentage,3_pointers,3_pointer_attempts,3_pointer_percentage,effective_field_goal_percentage,free_throws,free_throw_attempts,free_throw_percentage,offensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,opponent_points,simple_rating,point_diff,assist_turnover_ratio,home_win_pct,away_win_pct,home_advantage,conf_win_pct,scoring_efficiency,defensive_pressure
475,2012,5,South Florida,41,10,16,0.917,17,10,13.0,0.0,0.0,12.0,106.8,98.6,23.2,23.2,66.8,0.424,7.2,22.4,0.347,0.446,14.0,16.4,0.736,14.2,32.2,19.9,8.5,2.5,15.6,19.7,74.3,60.4,10.97,13.899999999999999,1.2756410256410255,1.0,0.0,1.0,0.6296296296296297,1.1122754491017963,11.0
284,2007,3,Providence,38,8,15,0.655,15,16,2.0,6.0,5.0,5.0,112.9,100.8,0.0,23.4,57.6,0.523,9.7,15.2,0.308,0.509,18.3,21.0,0.616,10.3,40.5,18.1,10.5,3.7,18.7,18.6,66.9,76.6,19.51,-9.699999999999989,0.9679144385026739,0.25,0.5,-0.25,0.4838709677419355,1.1614583333333335,14.2
91,2002,2,St. John's (NY),29,9,4,0.636,9,16,15.0,3.0,5.0,12.0,112.2,103.8,4.6,26.3,60.2,0.517,2.6,23.5,0.321,0.553,13.4,15.9,0.621,13.0,36.3,11.4,8.1,5.5,11.3,23.9,71.4,67.4,16.15,4.0,1.008849557522124,0.8333333333333334,0.29411764705882354,0.5392156862745099,0.36,1.186046511627907,13.6
399,1990,2,Xavier,39,15,12,0.536,4,18,9.0,9.0,7.0,4.0,117.6,92.6,1.0,31.0,52.1,0.478,8.0,14.4,0.307,0.446,12.1,24.6,0.652,13.1,43.8,13.0,9.4,4.6,13.0,17.2,69.6,61.3,13.22,8.299999999999997,1.0,0.5,0.6363636363636364,-0.13636363636363635,0.18181818181818182,1.3358925143953932,14.0
51,2012,2,Xavier,27,17,12,0.865,1,12,13.0,10.0,0.0,11.0,93.8,86.8,0.0,27.5,60.9,0.51,7.8,19.9,0.327,0.447,19.7,29.0,0.706,7.9,30.5,16.4,9.6,8.1,16.6,21.4,69.3,68.3,7.04,1.0,0.9879518072289155,0.5652173913043478,0.0,0.5652173913043478,0.07692307692307693,1.1379310344827587,17.7
391,1985,6,Syracuse,27,33,22,0.655,14,11,16.0,4.0,6.0,4.0,109.1,93.0,0.0,30.9,62.6,0.498,9.9,16.5,0.32,0.497,20.5,22.1,0.735,16.5,33.3,15.7,8.8,3.8,11.9,16.4,80.0,66.7,2.63,13.299999999999997,1.319327731092437,0.8,0.6,0.20000000000000007,0.56,1.2779552715654952,12.600000000000001
282,1986,9,Miami (FL),25,18,6,0.367,0,8,8.0,11.0,7.0,9.0,101.0,96.1,7.0,27.4,65.2,0.466,8.2,13.7,0.386,0.531,13.6,16.8,0.739,11.1,38.3,19.7,6.8,6.3,15.6,22.4,79.9,68.9,7.83,11.0,1.2628205128205128,0.42105263157894735,0.4375,-0.016447368421052655,0.0,1.2254601226993866,13.1
421,1994,5,St. John's (NY),36,17,5,0.833,6,10,4.0,11.0,4.0,6.0,108.0,99.6,10.2,21.8,55.3,0.518,5.9,9.9,0.419,0.459,20.0,24.0,0.597,10.4,38.2,15.5,7.5,2.0,15.8,20.2,67.2,68.6,12.35,-1.3999999999999915,0.9810126582278481,0.26666666666666666,0.4,-0.13333333333333336,0.375,1.2151898734177216,9.5
108,2006,12,Villanova,31,35,4,0.676,11,15,7.0,10.0,6.0,10.0,102.2,99.6,5.6,23.1,61.6,0.411,3.4,27.5,0.336,0.514,19.7,19.8,0.616,8.2,32.1,15.7,6.1,6.6,11.6,19.1,64.6,67.1,18.09,-2.5,1.353448275862069,0.4117647058823529,0.375,0.03676470588235292,0.4230769230769231,1.0487012987012987,12.7
436,2003,6,West Virginia,19,31,25,0.464,1,16,10.0,11.0,3.0,11.0,92.7,98.2,20.0,28.3,48.2,0.44,1.9,17.4,0.401,0.507,13.0,17.0,0.626,14.0,35.5,10.3,10.0,6.5,13.6,17.2,68.6,67.5,18.6,1.0999999999999943,0.7573529411764707,0.47619047619047616,0.21428571428571427,0.26190476190476186,0.058823529411764705,1.4232365145228214,16.5
129,1986,10,Cincinnati,26,17,7,0.7,7,13,8.0,2.0,6.0,6.0,98.6,108.9,0.0,33.8,55.5,0.444,4.2,24.4,0.311,0.464,16.8,17.5,0.685,18.6,42.8,15.6,6.6,3.5,12.3,28.4,80.0,70.6,10.43,9.400000000000006,1.268292682926829,0.8,0.5,0.30000000000000004,0.35,1.4414414414414414,10.1
300,2005,4,Seton Hall,35,11,16,0.743,3,6,14.0,1.0,8.0,3.0,104.7,103.2,1.0,25.4,53.6,0.466,11.0,15.4,0.306,0.434,18.8,24.6,0.735,14.8,29.4,17.0,7.9,7.1,16.4,15.9,69.6,68.9,10.87,0.6999999999999886,1.0365853658536586,0.9333333333333333,0.7272727272727273,0.20606060606060606,0.3333333333333333,1.298507462686567,15.0
161,1983,6,Providence,41,24,22,0.865,15,11,6.0,3.0,1.0,11.0,104.9,100.4,0.0,26.2,58.1,0.451,3.0,20.8,0.348,0.501,14.1,16.4,0.743,13.5,41.7,13.2,10.4,2.4,15.5,16.1,73.4,59.0,5.18,14.400000000000006,0.8516129032258064,0.6666666666666666,0.08333333333333333,0.5833333333333333,0.5769230769230769,1.2633390705679863,12.8
24,1990,4,Xavier,27,25,9,0.865,17,13,8.0,4.0,4.0,12.0,114.0,105.2,11.3,30.1,52.5,0.454,4.0,19.1,0.318,0.524,22.5,18.0,0.666,15.7,36.8,18.9,8.2,4.0,11.2,21.8,60.7,58.8,9.84,1.9000000000000057,1.6875,0.6666666666666666,0.25,0.41666666666666663,0.5666666666666667,1.1561904761904762,12.2
235,1997,1,Pitt,21,15,8,0.72,13,10,17.0,2.0,9.0,9.0,105.0,102.1,0.0,23.8,50.6,0.417,6.4,21.4,0.401,0.535,17.0,27.2,0.753,13.7,36.1,13.9,11.3,5.9,15.2,20.1,78.7,63.3,18.62,15.400000000000006,0.9144736842105263,0.8947368421052632,0.5,0.39473684210526316,0.5652173913043478,1.5553359683794465,17.200000000000003
339,1994,8,Xavier,31,8,12,0.667,16,11,4.0,3.0,4.0,3.0,110.6,95.5,20.4,28.0,57.3,0.496,7.9,14.9,0.294,0.464,21.3,27.1,0.648,7.9,38.9,16.4,11.0,4.7,15.1,20.6,76.2,70.4,11.76,5.799999999999997,1.086092715231788,0.5714285714285714,0.5714285714285714,0.0,0.5925925925925926,1.329842931937173,15.7
447,1994,5,DePaul,28,28,8,0.921,12,2,19.0,4.0,8.0,9.0,102.0,100.4,8.6,25.7,51.7,0.484,4.0,21.7,0.401,0.51,10.2,26.6,0.72,18.4,30.6,13.3,9.5,3.1,13.9,19.5,66.7,65.3,14.14,1.4000000000000057,0.9568345323741008,0.8260869565217391,0.47058823529411764,0.3554987212276215,0.8571428571428571,1.2901353965183753,12.6
434,1994,16,UConn,19,30,25,0.917,9,18,14.0,8.0,1.0,10.0,96.2,99.3,10.0,28.7,64.0,0.536,11.0,19.1,0.317,0.46,23.7,23.7,0.699,10.9,37.1,16.2,4.0,7.6,15.5,22.1,78.4,70.4,12.1,8.0,1.0451612903225806,0.6363636363636364,0.09090909090909091,0.5454545454545454,0.3333333333333333,1.225,11.6
411,2000,1,Marquette,41,24,21,0.25,14,9,11.0,1.0,5.0,8.0,108.0,91.6,0.0,27.0,60.3,0.395,10.3,25.9,0.36,0.559,12.3,19.8,0.717,9.6,36.1,14.9,8.2,5.7,19.7,16.0,66.5,82.2,13.71,-15.700000000000003,0.7563451776649747,0.9166666666666666,0.38461538461538464,0.5320512820512819,0.6086956521739131,1.1028192371475953,13.899999999999999
302,1980,12,St. John's (NY),26,28,18,0.875,10,8,7.0,9.0,8.0,12.0,111.2,101.5,3.0,26.0,62.0,0.49,4.3,20.3,0.341,0.504,13.4,17.5,0.65,12.1,30.5,11.0,6.4,5.4,13.8,17.6,70.0,56.0,7.08,14.0,0.7971014492753623,0.4375,0.4,0.03749999999999998,0.5555555555555556,1.1290322580645162,11.8
182,2008,13,Butler,32,5,13,0.622,1,10,4.0,10.0,6.0,5.0,104.6,101.7,14.2,23.9,61.8,0.476,2.7,18.7,0.402,0.514,23.7,21.6,0.673,12.0,36.1,14.7,4.5,3.5,17.5,15.3,79.1,63.8,11.84,15.299999999999997,0.84,0.2857142857142857,0.5454545454545454,-0.2597402597402597,0.09090909090909091,1.279935275080906,8.0
110,2012,8,West Virginia,29,33,9,0.632,1,5,18.0,5.0,7.0,3.0,102.3,99.4,0.0,27.5,55.7,0.399,5.0,6.3,0.396,0.467,17.6,23.5,0.602,15.2,35.5,14.0,10.3,5.3,16.6,17.1,78.2,74.6,8.0,3.6000000000000085,0.8433734939759036,0.782608695652174,0.7,0.08260869565217399,0.16666666666666666,1.4039497307001796,15.600000000000001
491,2007,14,Pitt,25,33,19,0.222,17,16,6.0,4.0,0.0,9.0,108.6,99.3,1.6,27.5,60.3,0.406,8.5,21.6,0.356,0.44,18.8,22.9,0.645,15.6,40.7,8.9,6.5,1.4,11.8,20.9,71.3,70.9,12.86,0.3999999999999915,0.7542372881355932,0.6,0.0,0.6,0.5151515151515151,1.1824212271973467,7.9
118,1982,11,Georgetown,26,25,7,0.485,5,17,9.0,8.0,9.0,4.0,109.1,100.3,21.6,25.7,63.7,0.394,10.3,14.2,0.363,0.527,18.4,21.0,0.83,11.1,37.6,11.3,7.4,4.2,14.7,15.2,71.6,76.7,11.13,-5.1000000000000085,0.7687074829931974,0.5294117647058824,0.6923076923076923,-0.16289592760180993,0.22727272727272727,1.1240188383045524,11.600000000000001
410,1997,7,Boston College,32,21,16,0.367,7,16,12.0,5.0,7.0,10.0,110.6,95.6,4.9,30.5,61.8,0.449,9.0,19.1,0.383,0.49,22.6,25.5,0.688,11.8,39.2,13.4,7.3,6.2,9.9,18.9,78.4,78.1,8.29,0.30000000000001137,1.3535353535353536,0.7058823529411765,0.4117647058823529,0.2941176470588236,0.30434782608695654,1.2686084142394825,13.5
492,1988,2,Rutgers,41,13,25,0.281,13,10,17.0,10.0,9.0,2.0,104.7,93.8,0.0,26.7,56.0,0.431,9.5,13.3,0.363,0.575,16.1,25.9,0.754,9.6,36.3,13.2,8.1,5.3,9.1,17.3,71.9,66.2,4.63,5.700000000000003,1.4505494505494505,0.6296296296296297,0.8181818181818182,-0.18855218855218858,0.5652173913043478,1.2839285714285715,13.399999999999999
414,1990,11,Virginia Tech,36,6,8,0.757,0,19,5.0,7.0,5.0,6.0,92.7,96.7,7.9,24.4,56.9,0.51,8.6,17.3,0.362,0.491,17.8,23.3,0.6,13.4,33.0,17.4,8.8,2.5,10.5,16.9,70.7,66.4,11.89,4.299999999999997,1.657142857142857,0.4166666666666667,0.45454545454545453,-0.037878787878787845,0.0,1.242530755711775,11.3
53,1980,3,Rutgers,38,15,15,0.656,7,12,6.0,2.0,7.0,1.0,89.6,100.8,0.0,30.5,63.0,0.477,6.8,12.8,0.4,0.53,12.6,26.3,0.654,9.4,32.6,13.8,8.8,4.6,15.3,18.7,79.7,78.6,10.08,1.1000000000000085,0.9019607843137255,0.75,0.875,-0.125,0.3684210526315789,1.265079365079365,13.4
302,2015,16,Villanova,30,33,16,0.921,7,11,8.0,2.0,3.0,2.0,104.4,101.4,5.0,24.4,58.4,0.461,6.4,7.6,0.402,0.485,18.5,30.3,0.716,15.6,29.4,19.9,8.0,5.9,15.7,15.9,59.9,57.9,12.93,2.0,1.267515923566879,0.8,0.6,0.20000000000000007,0.3888888888888889,1.0256849315068493,13.9
79,1988,16,Virginia Tech,38,15,23,0.861,0,17,5.0,8.0,10.0,6.0,92.7,92.1,12.7,25.7,50.5,0.402,5.4,23.4,0.346,0.538,14.0,16.1,0.669,8.4,33.5,18.8,7.7,8.8,19.9,23.6,73.9,70.0,11.94,3.9000000000000057,0.9447236180904524,0.38461538461538464,0.625,-0.24038461538461536,0.0,1.4633663366336636,16.5
495,2010,2,Rutgers,37,35,6,0.75,4,19,18.0,2.0,10.0,8.0,105.9,101.7,7.0,24.0,53.0,0.41,4.7,20.7,0.382,0.512,11.0,16.9,0.651,12.9,31.2,12.7,8.7,1.4,17.0,20.9,63.2,71.6,16.81,-8.399999999999991,0.7470588235294118,0.9,0.5555555555555556,0.34444444444444444,0.17391304347826086,1.1924528301886792,10.1
180,2006,11,Pitt,32,26,17,0.73,9,3,11.0,3.0,0.0,10.0,93.8,95.9,3.7,23.0,63.1,0.43,3.9,15.4,0.383,0.441,12.0,27.0,0.722,14.6,27.7,18.6,10.9,7.6,16.3,25.3,65.9,71.2,7.88,-5.299999999999997,1.1411042944785277,0.7857142857142857,0.0,0.7857142857142857,0.75,1.0443740095087164,18.5
492,1987,5,Miami (FL),31,27,9,0.444,12,5,13.0,10.0,8.0,3.0,99.0,101.0,14.6,22.3,59.2,0.42,9.4,15.3,0.392,0.538,14.5,26.5,0.749,12.9,39.7,18.2,10.6,2.0,15.4,23.7,68.4,65.4,16.39,3.0,1.1818181818181817,0.5652173913043478,0.7272727272727273,-0.1620553359683795,0.7058823529411765,1.1554054054054055,12.6
129,1982,8,West Virginia,27,11,13,0.25,1,5,14.0,1.0,0.0,11.0,105.7,93.8,4.4,22.7,54.2,0.416,7.9,17.0,0.287,0.486,13.0,19.4,0.661,15.8,35.7,16.9,6.6,7.8,10.8,19.9,80.9,77.7,10.43,3.200000000000003,1.5648148148148147,0.9333333333333333,0.0,0.9333333333333333,0.16666666666666666,1.492619926199262,14.399999999999999
313,2001,8,Providence,40,24,3,0.607,3,15,2.0,10.0,1.0,9.0,111.4,98.5,16.7,27.7,62.2,0.388,9.2,29.3,0.398,0.532,22.5,26.3,0.782,14.6,38.7,16.0,10.5,6.1,16.1,17.3,64.0,64.4,3.41,-0.4000000000000057,0.9937888198757763,0.16666666666666666,0.1,0.06666666666666665,0.16666666666666666,1.0289389067524115,16.6
470,1994,16,Butler,29,35,3,0.471,4,3,7.0,7.0,1.0,1.0,96.2,105.4,2.4,21.4,49.0,0.508,6.8,25.1,0.359,0.435,13.0,18.3,0.766,12.8,30.0,14.9,8.7,2.0,16.8,13.1,73.4,70.6,1.97,2.8000000000000114,0.8869047619047619,0.5,0.5,0.0,0.5714285714285714,1.4979591836734696,10.7
490,2014,6,Xavier,27,12,24,0.563,6,2,14.0,2.0,4.0,12.0,115.2,103.7,14.9,24.2,59.0,0.505,8.8,7.9,0.297,0.473,19.1,24.0,0.7,9.7,29.4,12.7,8.1,1.6,12.8,23.9,78.7,59.2,0.0,19.5,0.9921874999999999,0.875,0.25,0.625,0.75,1.3338983050847457,9.7
69,1980,6,Marquette,34,16,6,0.828,4,12,13.0,9.0,10.0,3.0,106.2,101.5,0.0,28.9,51.0,0.404,5.8,21.9,0.393,0.492,11.5,19.4,0.757,9.1,39.0,16.3,8.1,6.0,8.7,13.8,89.7,64.5,16.94,25.200000000000003,1.8735632183908049,0.5909090909090909,0.7692307692307693,-0.17832167832167833,0.25,1.7588235294117647,14.1
293,2009,1,West Virginia,26,34,20,0.484,11,9,17.0,7.0,2.0,1.0,104.5,89.6,10.8,31.2,59.8,0.469,2.7,26.2,0.369,0.435,18.4,26.7,0.686,16.8,32.1,10.3,10.4,1.6,15.1,16.4,74.2,70.4,21.22,3.799999999999997,0.6821192052980133,0.7083333333333334,0.6666666666666666,0.04166666666666674,0.55,1.2408026755852843,12.0
292,1987,1,Marquette,23,5,10,0.4,4,8,19.0,3.0,10.0,12.0,99.6,102.7,4.8,27.9,55.0,0.481,10.6,4.8,0.29,0.511,22.5,20.3,0.651,11.2,34.6,14.9,5.6,4.8,17.9,21.1,81.1,62.5,4.31,18.599999999999994,0.8324022346368716,0.8636363636363636,0.45454545454545453,0.4090909090909091,0.3333333333333333,1.4745454545454544,10.399999999999999
401,2015,3,Xavier,39,24,14,0.811,9,7,5.0,9.0,5.0,8.0,104.3,90.4,9.0,29.6,59.9,0.425,7.1,15.4,0.361,0.526,13.2,17.5,0.621,12.4,33.6,12.1,10.4,1.6,13.3,15.4,75.4,71.3,2.09,4.1000000000000085,0.9097744360902255,0.35714285714285715,0.38461538461538464,-0.027472527472527486,0.5625,1.2587646076794659,12.0
165,2019,7,Notre Dame,38,36,17,0.619,8,16,14.0,10.0,6.0,8.0,97.1,100.4,13.7,23.4,62.1,0.466,5.1,9.1,0.402,0.448,15.7,23.2,0.731,14.0,34.9,12.6,4.0,6.4,14.6,21.6,75.7,65.7,12.22,10.0,0.863013698630137,0.5833333333333334,0.42857142857142855,0.15476190476190482,0.3333333333333333,1.2190016103059582,10.4
146,2009,7,Boston College,35,31,8,0.886,14,7,18.0,2.0,0.0,6.0,106.6,93.6,1.6,24.7,64.3,0.445,9.0,21.4,0.307,0.481,16.6,23.2,0.738,7.5,35.0,15.3,6.5,3.6,13.5,18.4,84.9,72.1,11.88,12.800000000000011,1.1333333333333333,0.9,0.0,0.9,0.6666666666666666,1.3203732503888026,10.1
21,1986,3,Louisville,30,27,19,0.619,3,17,8.0,2.0,7.0,5.0,102.5,89.4,20.0,23.3,59.2,0.438,10.2,20.4,0.417,0.456,14.8,21.7,0.635,13.5,36.8,13.7,6.4,5.2,17.9,21.5,85.8,74.9,10.04,10.899999999999991,0.7653631284916201,0.8,0.5833333333333334,0.21666666666666667,0.15,1.4493243243243241,11.600000000000001
259,1987,6,Miami (FL),30,28,25,0.516,15,9,11.0,4.0,4.0,12.0,104.3,92.6,18.3,33.8,61.4,0.446,0.2,13.5,0.333,0.448,12.4,15.2,0.718,9.0,38.9,19.7,8.3,4.1,19.9,18.4,66.8,70.6,20.89,-3.799999999999997,0.9899497487437187,0.7333333333333333,0.25,0.4833333333333333,0.625,1.0879478827361564,12.4
21,2019,16,Butler,28,19,18,0.857,0,19,10.0,9.0,0.0,11.0,95.2,100.0,12.9,25.1,60.6,0.399,2.0,20.1,0.351,0.567,11.2,13.3,0.703,14.0,40.3,19.9,7.5,4.5,12.6,14.3,77.5,60.9,8.18,16.6,1.5793650793650793,0.5263157894736842,0.0,0.5263157894736842,0.0,1.2788778877887788,12.0
140,1984,2,Syracuse,38,21,15,0.861,13,14,13.0,6.0,5.0,5.0,101.9,95.6,7.4,24.0,52.8,0.472,9.9,18.3,0.297,0.576,17.1,26.6,0.756,13.6,42.3,16.9,8.8,8.8,16.0,21.2,79.2,69.8,7.82,9.400000000000006,1.05625,0.6842105263157895,0.5,0.1842105263157895,0.48148148148148145,1.5000000000000002,17.6
375,2006,7,Marquette,29,27,16,0.611,15,12,19.0,9.0,9.0,1.0,95.1,96.1,0.0,21.3,60.3,0.45,7.8,23.7,0.306,0.498,15.7,16.1,0.685,14.8,34.0,19.1,7.1,2.6,16.8,17.9,72.1,64.4,16.84,7.699999999999989,1.1369047619047619,0.6785714285714286,0.9,-0.22142857142857142,0.5555555555555556,1.1956882255389718,9.7
365,2007,2,Syracuse,41,16,21,0.622,10,13,12.0,7.0,4.0,2.0,101.8,99.5,0.0,27.0,58.2,0.46,8.8,14.4,0.37,0.497,12.3,26.5,0.646,7.5,38.9,12.7,6.1,4.9,16.4,20.8,72.4,64.4,14.87,8.0,0.774390243902439,0.631578947368421,0.6666666666666666,-0.03508771929824561,0.43478260869565216,1.2439862542955327,11.0
495,2005,16,Providence,30,8,25,0.676,10,16,13.0,1.0,10.0,2.0,106.6,90.3,18.3,23.6,55.6,0.461,4.3,22.4,0.314,0.568,17.1,15.3,0.726,15.8,31.5,13.0,8.2,1.9,13.8,22.3,84.7,71.2,5.18,13.5,0.9420289855072463,0.9285714285714286,0.8333333333333334,0.09523809523809523,0.38461538461538464,1.5233812949640289,10.1
233,1995,8,West Virginia,28,12,21,0.419,4,14,7.0,9.0,4.0,10.0,105.9,96.0,4.6,31.5,62.5,0.426,5.6,24.2,0.329,0.467,13.5,18.3,0.695,7.5,37.5,17.8,10.5,4.9,11.7,13.6,75.1,65.0,19.31,10.099999999999994,1.5213675213675215,0.4375,0.2857142857142857,0.1517857142857143,0.2222222222222222,1.2016,15.4
16,1997,9,Pitt,37,28,15,0.258,13,13,17.0,6.0,3.0,5.0,109.6,109.1,11.5,25.9,63.3,0.438,5.3,8.5,0.349,0.505,17.5,20.7,0.705,9.1,35.5,13.6,7.6,3.1,17.9,15.7,75.5,74.3,13.74,1.2000000000000028,0.7597765363128492,0.7391304347826086,0.375,0.36413043478260865,0.5,1.1927330173775672,10.7
83,1980,16,Miami (FL),38,9,17,0.618,7,15,11.0,7.0,3.0,4.0,91.9,95.7,3.4,21.5,62.6,0.469,10.3,22.0,0.406,0.458,14.7,18.0,0.746,12.6,37.3,14.9,4.8,7.8,10.4,20.3,89.7,62.9,17.21,26.800000000000004,1.4326923076923077,0.6111111111111112,0.42857142857142855,0.1825396825396826,0.3181818181818182,1.4329073482428114,12.6
423,1981,2,Marquette,25,34,20,0.222,4,5,17.0,4.0,5.0,4.0,101.7,109.1,12.4,34.2,53.7,0.403,8.0,13.6,0.412,0.515,22.6,18.2,0.754,8.3,38.6,17.5,4.5,2.2,15.0,24.2,72.0,67.0,8.18,5.0,1.1666666666666667,0.8095238095238095,0.5555555555555556,0.25396825396825395,0.4444444444444444,1.3407821229050279,6.7
51,2001,3,Pitt,37,15,19,0.258,14,11,9.0,8.0,9.0,4.0,108.2,102.9,6.6,25.1,56.1,0.467,10.0,19.9,0.383,0.507,12.5,21.3,0.647,8.4,31.4,12.8,4.7,4.4,13.0,21.8,82.4,67.1,11.64,15.300000000000011,0.9846153846153847,0.5294117647058824,0.6923076923076923,-0.16289592760180993,0.56,1.468805704099822,9.100000000000001
360,2010,2,Virginia Tech,38,13,8,0.563,12,12,2.0,1.0,6.0,6.0,113.2,97.7,12.2,23.4,54.5,0.453,9.1,17.1,0.404,0.541,12.2,30.3,0.654,9.1,40.7,11.2,10.1,6.0,16.4,16.6,74.7,70.8,18.6,3.9000000000000057,0.6829268292682927,0.6666666666666666,0.5,0.16666666666666663,0.5,1.3706422018348625,16.1
164,1981,4,Xavier,41,32,17,0.448,12,5,16.0,10.0,3.0,2.0,102.7,98.2,11.5,25.0,66.4,0.483,11.6,19.6,0.35,0.507,10.5,22.6,0.744,9.5,36.6,12.3,6.9,8.1,16.3,15.2,86.0,53.5,26.64,32.5,0.754601226993865,0.6153846153846154,0.6,0.015384615384615441,0.7058823529411765,1.2951807228915662,15.0
66,2017,11,St. John's (NY),32,16,23,0.464,5,10,14.0,2.0,6.0,9.0,95.5,101.1,3.9,30.7,66.1,0.465,4.1,15.3,0.316,0.506,12.9,22.5,0.759,12.1,37.5,16.5,10.9,4.7,18.0,16.5,59.3,62.4,1.07,-3.1000000000000014,0.9166666666666666,0.875,0.4,0.475,0.3333333333333333,0.897125567322239,15.600000000000001
94,1983,5,Villanova,40,5,7,0.813,10,3,5.0,0.0,8.0,9.0,99.5,106.1,0.0,25.4,61.3,0.414,6.7,24.0,0.386,0.478,17.4,20.3,0.673,15.0,31.2,16.0,9.9,9.1,18.7,17.5,70.2,78.4,22.17,-8.200000000000003,0.8556149732620321,1.0,0.47058823529411764,0.5294117647058824,0.7692307692307693,1.1451876019575857,19.0
43,1993,7,Miami (FL),41,10,3,0.6,14,7,19.0,9.0,5.0,7.0,95.2,106.5,0.0,27.8,60.9,0.421,9.9,14.1,0.336,0.531,18.0,18.1,0.761,18.4,33.5,16.3,7.8,7.3,14.5,25.7,71.2,60.4,20.87,10.800000000000004,1.1241379310344828,0.6785714285714286,0.4166666666666667,0.2619047619047619,0.6666666666666666,1.169129720853859,15.1
216,2002,7,Butler,39,14,19,0.484,8,10,12.0,11.0,4.0,12.0,116.9,105.9,9.7,28.2,55.5,0.523,8.7,16.9,0.395,0.532,21.3,28.8,0.635,13.7,44.1,15.1,5.7,9.1,15.0,21.1,72.3,61.4,5.38,10.899999999999999,1.0066666666666666,0.5217391304347826,0.25,0.2717391304347826,0.4444444444444444,1.3027027027027027,14.8
415,2004,9,Rutgers,21,23,25,0.78,0,19,18.0,2.0,1.0,8.0,107.0,103.2,0.0,22.5,56.3,0.389,3.3,12.9,0.298,0.456,17.8,17.5,0.757,8.5,38.0,10.7,11.0,2.4,18.2,17.6,72.6,72.2,14.24,0.3999999999999915,0.5879120879120879,0.9,0.1111111111111111,0.788888888888889,0.0,1.2895204262877442,13.4
420,2001,1,South Florida,23,8,13,0.467,14,12,16.0,0.0,1.0,1.0,110.5,98.8,5.5,28.3,57.3,0.532,3.9,13.1,0.336,0.541,15.5,29.7,0.684,9.1,37.5,12.5,7.3,3.7,11.7,17.9,69.2,72.2,9.36,-3.0,1.0683760683760684,1.0,0.5,0.5,0.5384615384615384,1.2076788830715532,11.0
474,1992,8,Creighton,36,13,3,0.485,14,19,5.0,0.0,1.0,12.0,103.1,91.3,5.6,26.1,62.8,0.518,4.1,23.1,0.304,0.497,14.6,21.9,0.582,10.1,36.9,14.9,11.2,3.7,14.9,18.1,73.4,57.3,9.41,16.10000000000001,1.0,1.0,0.07692307692307693,0.9230769230769231,0.42424242424242425,1.1687898089171975,14.899999999999999
14,1981,2,Marquette,23,36,7,0.481,4,15,12.0,7.0,1.0,6.0,100.8,101.3,14.2,23.1,66.0,0.384,6.6,19.3,0.395,0.487,13.8,24.0,0.83,14.1,31.8,18.6,10.8,5.8,17.5,14.9,75.7,68.7,8.72,7.0,1.062857142857143,0.631578947368421,0.14285714285714285,0.48872180451127817,0.21052631578947367,1.146969696969697,16.6
454,2017,16,Syracuse,23,27,9,0.552,9,1,16.0,0.0,4.0,4.0,108.0,95.6,0.0,22.7,65.2,0.536,8.1,14.1,0.394,0.437,18.7,20.7,0.75,10.1,44.1,18.1,6.2,3.2,15.3,21.0,62.1,75.1,6.08,-12.999999999999993,1.1830065359477124,1.0,0.5,0.5,0.9,0.9524539877300613,9.4
65,1998,13,Xavier,39,36,3,0.429,13,13,8.0,0.0,0.0,7.0,109.4,104.8,0.0,32.4,54.0,0.483,5.3,23.8,0.397,0.54,13.3,25.7,0.678,11.4,34.9,11.5,8.1,2.2,15.8,12.7,73.8,61.8,12.1,12.0,0.7278481012658228,1.0,0.0,1.0,0.5,1.3666666666666667,10.3
258,1993,1,Virginia Tech,41,14,6,0.595,0,12,9.0,5.0,0.0,11.0,99.5,104.1,14.0,21.2,54.7,0.523,7.7,13.5,0.356,0.521,11.0,19.4,0.756,14.3,40.9,16.9,5.7,3.9,13.4,25.3,75.3,61.1,13.71,14.199999999999996,1.261194029850746,0.6428571428571429,0.0,0.6428571428571429,0.0,1.376599634369287,9.6
100,1985,1,Creighton,26,19,16,0.9,17,18,16.0,3.0,9.0,5.0,89.4,101.2,12.9,21.8,64.4,0.452,5.1,24.3,0.282,0.472,10.7,16.7,0.664,10.7,35.7,12.9,5.0,8.1,12.7,21.9,74.5,71.0,14.14,3.5,1.0157480314960632,0.8421052631578947,0.6428571428571429,0.19924812030075179,0.4857142857142857,1.156832298136646,13.1
181,2011,15,Butler,28,22,12,0.714,14,17,10.0,11.0,4.0,6.0,91.9,101.0,15.1,30.7,53.3,0.446,8.6,14.0,0.387,0.589,22.6,17.2,0.612,11.0,40.6,12.7,10.4,4.2,12.7,28.4,84.3,82.2,5.94,2.0999999999999943,1.0,0.47619047619047616,0.4,0.07619047619047614,0.45161290322580644,1.5816135084427767,14.600000000000001
